id,prefecture,first_name,second_name,latitude,longitude,altitude,date_terminated
shizuoka__koshikihei-kana__koshikidaira____2016-09-28,shizuoka,koshikihei-kana,koshikidaira,35.01,137.98,552.0,2016-09-28
shizuoka__mariyo-kana__asilo,shizuoka,mariyo-kana,asilo,35.045,139.0,66.9,
shizuoka__matsuzaki-kana__matsuzaki,shizuoka,matsuzaki-kana,matsuzaki,34.755,138.783333333,4.0,
shizuoka__mikagaoka__mikakebi,shizuoka,mikagaoka,mikakebi,34.8016666667,137.556666667,2.0,
shizuoka__mikura-kana__mikura____1978-01-09,shizuoka,mikura-kana,mikura,34.96,137.943333333,121.0,1978-01-09
shizuoka__mikura-kana__mikura,shizuoka,mikura-kana,mikura,34.895,137.94,114.0,
shizuoka__mishima-kana__mishima,shizuoka,mishima-kana,mishima,35.1133333333,138.925,20.5,
shizuoka__mt-fuji__fujisan,shizuoka,mt-fuji,fujisan,35.36,138.726666667,3775.1,
shizuoka__omaezaki-kana__omaezaki,shizuoka,omaezaki-kana,omaezaki,34.6033333333,138.211666667,44.7,
shizuoka__oyama-kana__ooyama____1991-03-14,shizuoka,oyama-kana,ooyama,35.0516666667,138.281666667,880.0,1991-03-14
shizuoka__sakuma-kana__sakuma,shizuoka,sakuma-kana,sakuma,35.0566666667,137.761666667,150.0,
shizuoka__shimada-kana__shimada____1978-12-18,shizuoka,shimada-kana,shimada,34.84,138.143333333,80.0,1978-12-18
shizuoka__shimizu-kana__shimizu,shizuoka,shimizu-kana,shimizu,35.0533333333,138.521666667,3.0,
shizuoka__shiraito-kana__shiright,shizuoka,shiraito-kana,shiright,35.3116666667,138.578333333,530.0,
shizuoka__shizuoka-airport-kana__shizuoka-kukou,shizuoka,shizuoka-airport-kana,shizuoka-kukou,34.795,138.188333333,132.0,
shizuoka__shizuoka-kana__shizuoka,shizuoka,shizuoka-kana,shizuoka,34.975,138.403333333,14.1,
shizuoka__takaneyama-kana__takanesanes,shizuoka,takaneyama-kana,takanesanes,34.975,138.196666667,415.0,
shizuoka__tenryu-kana__tenryu,shizuoka,tenryu-kana,tenryu,34.89,137.813333333,61.0,
shizuoka__tohi-kana__toy,shizuoka,tohi-kana,toy,34.8766666667,138.761666667,92.0,
shizuoka__umeokeshima-kana__umegasima,shizuoka,umeokeshima-kana,umegasima,35.2366666667,138.341666667,430.0,
shizuoka__yukeshima-kana__yugashima,shizuoka,yukeshima-kana,yugashima,34.9,138.925,165.0,
tochigi__ashikaga-kana__ashkaga,tochigi,ashikaga-kana,ashkaga,36.3016666667,139.473333333,28.0,
tochigi__ashio-kana__asio,tochigi,ashio-kana,asio,36.6466666667,139.448333333,650.0,
tochigi__furari-kana__ikari,tochigi,furari-kana,ikari,36.9216666667,139.695,620.0,
tochigi__hachijiyama-kana__yamizosan____2007-03-28,tochigi,hachijiyama-kana,yamizosan,36.9366666667,140.258333333,800.0,2007-03-28
tochigi__happo-hara-kana__happougahara____2007-03-28,tochigi,happo-hara-kana,happougahara,36.92,139.833333333,1087.0,2007-03-28
tochigi__imaichi-kana__imaichi,tochigi,imaichi-kana,imaichi,36.7266666667,139.676666667,414.0,
tochigi__kanuma-kana__kanuma,tochigi,kanuma-kana,kanuma,36.5916666667,139.735,165.0,
tochigi__karasuyama-kana__karasuyama____2009-02-23,tochigi,karasuyama-kana,karasuyama,36.65,140.146666667,162.0,2009-02-23
tochigi__kuroda-wara-kana__crodawala____1977-10-31,tochigi,kuroda-wara-kana,crodawala,37.02,140.12,340.0,1977-10-31
tochigi__kuroiso-kana__croiso,tochigi,kuroiso-kana,croiso,36.9816666667,140.018333333,343.0,
tochigi__kuzuu-kana__kuzu,tochigi,kuzuu-kana,kuzu,36.4316666667,139.59,120.0,
tochigi__mokaoka__mooka,tochigi,mokaoka,mooka,36.4766666667,139.986666667,91.0,
tochigi__mt-fujiyama__hosaiysan____2004-11-01,tochigi,mt-fujiyama,hosaiysan,36.63,139.508333333,1385.0,2004-11-01
tochigi__nasu-kogen-kana__nascogens,tochigi,nasu-kogen-kana,nascogens,37.0,140.035,749.0,
tochigi__nasu-osani-kana__nascalayama,tochigi,nasu-osani-kana,nascalayama,36.6416666667,140.116666667,82.0,
tochigi__okunikko-nikko-kana__okuniko-nikko,tochigi,okunikko-nikko-kana,okuniko-nikko,36.7383333333,139.5,1291.9,
tochigi__otawara-kana__ohtawara,tochigi,otawara-kana,ohtawara,36.84,140.035,188.0,
tochigi__oyama-kana__oyama,tochigi,oyama-kana,oyama,36.3383333333,139.83,44.0,
tochigi__sano-kana__sano,tochigi,sano-kana,sano,36.3633333333,139.57,68.0,
tochigi__shioya-kana__shioya,tochigi,shioya-kana,shioya,36.7566666667,139.883333333,225.0,
tochigi__taba-kana__drove,tochigi,taba-kana,drove,36.8916666667,139.568333333,925.0,
tochigi__takanezawa-kana__takanezawa,tochigi,takanezawa-kana,takanezawa,36.6066666667,139.998333333,148.0,
tochigi__tochigi-kana__tocheigi,tochigi,tochigi-kana,tocheigi,36.3733333333,139.703333333,65.0,
tochigi__utsunomiya-kana__utsunomiya,tochigi,utsunomiya-kana,utsunomiya,36.5483333333,139.868333333,119.4,
tokushima__asahimaru-kana__asahimar____2009-11-20,tokushima,asahimaru-kana,asahimar,33.9333333333,134.326666667,1200.0,2009-11-20
tokushima__eta-mountain-kana__ehayama____1978-11-04,tokushima,eta-mountain-kana,ehayama,33.9216666667,134.265,1100.0,1978-11-04
tokushima__fukuhara-asahi-kana__fukuhara-asahi,tokushima,fukuhara-asahi-kana,fukuhara-asahi,33.8783333333,134.388333333,290.0,
tokushima__gamasuda-kana__camoda,tokushima,gamasuda-kana,camoda,33.8366666667,134.741666667,10.0,
tokushima__haiyang-kana__NONE,tokushima,haiyang-kana,NONE,33.6116666667,134.355,5.0,
tokushima__hakubuki-kana__anabuki,tokushima,hakubuki-kana,anabuki,34.04,134.156666667,160.0,
tokushima__hiwasa-kana__hiasa,tokushima,hiwasa-kana,hiasa,33.7316666667,134.538333333,3.0,
tokushima__ikeda-kana__ikeda,tokushima,ikeda-kana,ikeda,34.0233333333,133.795,214.0,
tokushima__kenzan-kana__turgisan____2001-03-31,tokushima,kenzan-kana,turgisan,33.8533333333,134.096666667,1944.8,2001-03-31
tokushima__kinoshita-katakana__kito,tokushima,kinoshita-katakana,kito,33.7716666667,134.205,330.0,
tokushima__kyoto-kana__kyoho,tokushima,kyoto-kana,kyoho,33.8666666667,133.903333333,560.0,
tokushima__oyamadera-kana__taisangji____2008-03-19,tokushima,oyamadera-kana,taisangji,34.1633333333,134.393333333,690.0,2008-03-19
tokushima__shishinakana__shishikui____2009-02-18,tokushima,shishinakana,shishikui,33.5633333333,134.305,4.0,2009-02-18
tokushima__solder-kana__solder,tokushima,solder-kana,solder,33.99,134.036666667,228.0,
tokushima__taiyujijiyama-kana__tyu-ryuji-yama____2008-03-19,tokushima,taiyujijiyama-kana,tyu-ryuji-yama,33.8733333333,134.528333333,600.0,2008-03-19
tokushima__tokushima-kana__tokushima,tokushima,tokushima-kana,tokushima,34.0666666667,134.573333333,1.6,
tokyo__aogashima-kana__aogashima,tokyo,aogashima-kana,aogashima,32.4666666667,139.76,272.0,
tokyo__chichijima-kana__loch-tema,tokyo,chichijima-kana,loch-tema,27.0916666667,142.19,2.7,
tokyo__chofu-kana__NONE____1976-12-13,tokyo,chofu-kana,NONE,35.6683333333,139.53,41.0,1976-12-13
tokyo__edogawa-seaside-kana__edgawawinkai,tokyo,edogawa-seaside-kana,edgawawinkai,35.6383333333,139.863333333,5.0,
tokyo__fuchu-kana__fuku,tokyo,fuchu-kana,fuku,35.6833333333,139.483333333,59.0,
tokyo__hachijojima-kana__hachijyoyo,tokyo,hachijojima-kana,hachijyoyo,33.1216666667,139.778333333,151.2,
tokyo__hachioji-kana__hachi-auji,tokyo,hachioji-kana,hachi-auji,35.6666666667,139.316666667,123.0,
tokyo__hahajima-kana__ha-hajima,tokyo,hahajima-kana,ha-hajima,26.635,142.161666667,32.0,
tokyo__haneda-kana__haneda,tokyo,haneda-kana,haneda,35.5533333333,139.78,6.0,
tokyo__kozushima-kana__koutushima____2006-03-01,tokyo,kozushima-kana,koutushima,34.205,139.133333333,28.0,2006-03-01
tokyo__kozushima-kana__koutushima,tokyo,kozushima-kana,koutushima,34.1883333333,139.133333333,138.0,
tokyo__minami-torijima-kana__minami-tricima,tokyo,minami-torijima-kana,minami-tricima,24.2883333333,153.983333333,7.1,
tokyo__miyake-izu-kana__miyakiesz____2008-02-20,tokyo,miyake-izu-kana,miyakiesz,34.12,139.503333333,50.0,2008-02-20
tokyo__miyake-tsubota-kana__miyakejobota,tokyo,miyake-tsubota-kana,miyakejobota,34.0733333333,139.56,20.0,
tokyo__miyakejima-aki-kana__miyakejimaako____2008-02-20,tokyo,miyakejima-aki-kana,miyakejimaako,34.08,139.481666667,30.0,2008-02-20
tokyo__miyakejima-kana__miyakejima,tokyo,miyakejima-kana,miyakejima,34.1233333333,139.52,37.9,
tokyo__nerima-kana__nerima,tokyo,nerima-kana,nerima,35.7383333333,139.591666667,51.0,
tokyo__niijima-kana__nijima,tokyo,niijima-kana,nijima,34.3683333333,139.268333333,29.0,
tokyo__niijima-kana__nijima____2008-11-18,tokyo,niijima-kana,nijima,34.3733333333,139.251666667,9.0,2008-11-18
tokyo__ogouchi-kana__ogouchi,tokyo,ogouchi-kana,ogouchi,35.7916666667,139.05,530.0,
tokyo__ome-kana__NONE,tokyo,ome-kana,NONE,35.7883333333,139.311666667,155.0,
tokyo__oshima-izumi-kana__oshimazensen____2016-11-30,tokyo,oshima-izumi-kana,oshimazensen,34.7783333333,139.421666667,49.0,2016-11-30
tokyo__oshima-kana__oshima,tokyo,oshima-kana,oshima,34.7483333333,139.361666667,74.0,
tokyo__oshima-kitanoyama-kana__oshima-kitano-yama,tokyo,oshima-kitanoyama-kana,oshima-kitano-yama,34.7816666667,139.36,38.0,
tokyo__oshima-sakishigi-northern-latitude__NONE____2016-11-30,tokyo,oshima-sakishigi-northern-latitude,NONE,34.6833333333,139.413333333,41.0,2016-11-30
tokyo__oshima-temporary-kana__oshima-rinji____2014-11-20,tokyo,oshima-temporary-kana,oshima-rinji,34.7483333333,139.361666667,90.0,2014-11-20
tokyo__ozawa-kana__ozawa,tokyo,ozawa-kana,ozawa,35.735,139.123333333,420.0,
tokyo__setagaya-kana__setagaya,tokyo,setagaya-kana,setagaya,35.6266666667,139.62,35.0,
tokyo__tokyo-kana__tonokyo,tokyo,tokyo-kana,tonokyo,35.6916666667,139.75,25.2,
tokyo__toshima-kana__toshima,tokyo,toshima-kana,toshima,34.5283333333,139.281666667,100.0,
tokyo__yae-tagahara-kana__yae-migahara,tokyo,yae-tagahara-kana,yae-migahara,33.115,139.785,92.0,
tottori__aoya-kana__aoya,tottori,aoya-kana,aoya,35.52,133.996666667,13.0,
tottori__border-kana__sakai,tottori,border-kana,sakai,35.5433333333,133.235,2.0,
tottori__chaya-kana__chaya,tottori,chaya-kana,chaya,35.1866666667,133.23,490.0,
tottori__chizu-kana__tiz,tottori,chizu-kana,tiz,35.2633333333,134.24,182.0,
tottori__eza-kana__shrimp,tottori,eza-kana,shrimp,35.2883333333,133.483333333,155.0,
tottori__hikyama-kana__koyama,tottori,hikyama-kana,koyama,35.53,134.165,15.0,
tottori__iwai-kana__iwai,tottori,iwai-kana,iwai,35.5583333333,134.36,19.0,
tottori__kano-kana__shikano,tottori,kano-kana,shikano,35.4133333333,134.016666667,210.0,
tottori__kogetsuyama-kana__kotoyama____1981-11-06,tottori,kogetsuyama-kana,kotoyama,35.2683333333,133.438333333,594.0,1981-11-06
tottori__kurayoshi-kana__crayoyce,tottori,kurayoshi-kana,crayoyce,35.4733333333,133.838333333,8.0,
tottori__nichinan-kana__nichinan____1978-11-15,tottori,nichinan-kana,nichinan,35.165,133.321666667,290.0,1978-11-15
tottori__oyama-kana__daisen,tottori,oyama-kana,daisen,35.3933333333,133.536666667,875.0,
tottori__rei-ishiyama-kana__reysexan____1981-11-27,tottori,rei-ishiyama-kana,reysexan,35.4116666667,134.213333333,320.0,1981-11-27
tottori__saji-kana__saji,tottori,saji-kana,saji,35.3283333333,134.113333333,210.0,
tottori__sekigane-kana__shikigane,tottori,sekigane-kana,shikigane,35.3783333333,133.756666667,150.0,
tottori__shiozu-kana__shiatsu,tottori,shiozu-kana,shiatsu,35.5233333333,133.566666667,15.0,
tottori__sugawarahara-kana__sgetawara____1981-11-19,tottori,sugawarahara-kana,sgetawara,35.4183333333,133.988333333,713.0,1981-11-19
tottori__tottori-cana__totori,tottori,tottori-cana,totori,35.4866666667,134.238333333,7.1,
tottori__wakana-cherry-tree__wakasa,tottori,wakana-cherry-tree,wakasa,35.3333333333,134.405,231.0,
tottori__yonago-kana__jonago,tottori,yonago-kana,jonago,35.4333333333,133.338333333,6.5,
toyama__akigashima-kana__akigashima,toyama,akigashima-kana,akigashima,36.6483333333,137.186666667,24.0,
toyama__asahi-kana__asahi,toyama,asahi-kana,asahi,36.9366666667,137.563333333,43.0,
toyama__fushiki-kana__fushiki,toyama,fushiki-kana,fushiki,36.7916666667,137.055,11.6,
toyama__gokayama-kana__gokayama,toyama,gokayama-kana,gokayama,36.43,136.941666667,357.0,
toyama__himi-kana__himi,toyama,himi-kana,himi,36.8633333333,136.96,7.0,
toyama__hirakana__tyra____2004-10-19,toyama,hirakana,tyra,36.4333333333,136.95,282.0,2004-10-19
toyama__hosoo-pass-kana__little-horse-cotton____1983-11-09,toyama,hosoo-pass-kana,little-horse-cotton,36.445,136.896666667,740.0,1983-11-09
toyama__inariya-kana__inotani,toyama,inariya-kana,inotani,36.4733333333,137.236666667,215.0,
toyama__kana-izawa-kana__kareizawa____1983-11-16,toyama,kana-izawa-kana,kareizawa,36.825,137.536666667,420.0,1983-11-16
toyama__kotani-kana__otani____1983-11-25,toyama,kotani-kana,otani,36.57,137.3,340.0,1983-11-25
toyama__launch-kana__kamiichi,toyama,launch-kana,kamiichi,36.67,137.423333333,296.0,
toyama__nanto-takamiya-kana__nantes-takamiya,toyama,nanto-takamiya-kana,nantes-takamiya,36.545,136.871666667,91.0,
toyama__oyama-kana__ooyama,toyama,oyama-kana,ooyama,36.6083333333,137.283333333,128.0,
toyama__subdivided-kana__hosoir____1996-10-14,toyama,subdivided-kana,hosoir,36.495,137.24,185.0,1996-10-14
toyama__tateyama-ashigaki-katakana__tateyama-ashikura,toyama,tateyama-ashigaki-katakana,tateyama-ashikura,36.5766666667,137.385,379.0,
toyama__tateyama-kana__tatoyama____2010-03-29,toyama,tateyama-kana,tatoyama,36.5816666667,137.578333333,2291.0,2010-03-29
toyama__tonami-kana__tonami,toyama,tonami-kana,tonami,36.61,136.955,69.0,
toyama__toyama-kana__toyama,toyama,toyama-kana,toyama,36.7083333333,137.201666667,8.6,
toyama__unazuki-kana__unazuki,toyama,unazuki-kana,unazuki,36.8466666667,137.556666667,160.0,
toyama__unazuki-kana__unazuki____1978-11-09,toyama,unazuki-kana,unazuki,36.8466666667,137.558333333,160.0,1978-11-09
toyama__uozu-kana__wuzu,toyama,uozu-kana,wuzu,36.8216666667,137.428333333,48.0,
toyama__valley-folding-kana__tanioli____1983-11-15,toyama,valley-folding-kana,tanioli,36.4883333333,137.1,700.0,1983-11-15
toyama__yao-kana__yatsu,toyama,yao-kana,yatsu,36.57,137.158333333,124.0,
wakayama__gobo-kana__burdock____1999-03-01,wakayama,gobo-kana,burdock,33.8966666667,135.0,4.0,1999-03-01
wakayama__hikawagawa-kana__hikigawa,wakayama,hikawagawa-kana,hikigawa,33.605,135.48,17.0,
wakayama__iwade-kana__iwade____1979-01-08,wakayama,iwade-kana,iwade,34.2583333333,135.32,25.0,1979-01-08
wakayama__kagawa-kana__irokawa,wakayama,kagawa-kana,irokawa,33.675,135.848333333,275.0,
wakayama__kagiri-kana__katsuragi,wakayama,kagiri-kana,katsuragi,34.31,135.528333333,142.0,
wakayama__katsuragiyama-kana__katsuragi-sun,wakayama,katsuragiyama-kana,katsuragi-sun,34.3466666667,135.436666667,840.0,
wakayama__kawabe-kana__kawabe,wakayama,kawabe-kana,kawabe,33.8933333333,135.216666667,84.0,
wakayama__konomiya-konoma__honghu,wakayama,konomiya-konoma,honghu,33.8366666667,135.773333333,60.0,
wakayama__koyasan-kana__kouyasan,wakayama,koyasan-kana,kouyasan,34.2216666667,135.59,795.0,
wakayama__kurisugawa-kana__krisgawa,wakayama,kurisugawa-kana,krisgawa,33.7916666667,135.513333333,160.0,
wakayama__mt-gamadanama__gomadanzan,wakayama,mt-gamadanama,gomadanzan,34.04,135.566666667,1130.0,
wakayama__nanki-shirahama-kana__nanxirahama,wakayama,nanki-shirahama-kana,nanxirahama,33.6616666667,135.363333333,89.0,
wakayama__nishikawa-kana__nishikawa,wakayama,nishikawa-kana,nishikawa,33.6383333333,135.71,150.0,
wakayama__ryujin-kana__ryu-jin,wakayama,ryujin-kana,ryu-jin,33.945,135.556666667,410.0,
wakayama__shimizu-kana__shimizu,wakayama,shimizu-kana,shimizu,34.0,135.425,240.0,
wakayama__shingu-katakana__shingu,wakayama,shingu-katakana,shingu,33.6866666667,135.97,18.0,
wakayama__shionomisaki-kana__shionomisaki,wakayama,shionomisaki-kana,shionomisaki,33.45,135.756666667,67.5,
wakayama__shirahama-kana__shirahama____2009-09-01,wakayama,shirahama-kana,shirahama,33.6783333333,135.346666667,32.0,2009-09-01
wakayama__tomo-keshima-kana__tomogashima,wakayama,tomo-keshima-kana,tomogashima,34.28,135.0,43.0,
wakayama__torake-peak-kana__tragaminesca____2009-11-20,wakayama,torake-peak-kana,tragaminesca,33.8533333333,135.455,607.0,2009-11-20
wakayama__wakayama-kana__wakayama,wakayama,wakayama-kana,wakayama,34.2283333333,135.163333333,13.9,
wakayama__yuasa-kana__yuasa,wakayama,yuasa-kana,yuasa,34.035,135.181666667,8.0,
yamagata__arasawa-kana__alasawa,yamagata,arasawa-kana,alasawa,38.5066666667,139.781666667,273.0,
yamagata__atsutake-kettle__atsumidake____2009-11-02,yamagata,atsutake-kettle,atsumidake,38.6283333333,139.63,620.0,2009-11-02
yamagata__chokaiyama-kana__chow-kaishan____2009-11-02,yamagata,chokaiyama-kana,chow-kaishan,39.0666666667,140.036666667,1199.0,2009-11-02
yamagata__combing-kana__kushi-biki,yamagata,combing-kana,kushi-biki,38.6716666667,139.848333333,33.0,
yamagata__final-head-pot-kana__sasunabe,yamagata,final-head-pot-kana,sasunabe,38.9183333333,140.2,88.0,
yamagata__ginzan-kana__ginzan____2005-10-25,yamagata,ginzan-kana,ginzan,38.5616666667,140.526666667,440.0,2005-10-25
yamagata__hamanaka-kana__hamanaka,yamagata,hamanaka-kana,hamanaka,38.8116666667,139.786666667,22.0,
yamagata__hayama-kana__hayama____1984-10-01,yamagata,hayama-kana,hayama,38.1616666667,139.981666667,970.0,1984-10-01
yamagata__higashine-kana__higacine,yamagata,higashine-kana,higacine,38.4116666667,140.37,105.0,
yamagata__hijiori-kana__hizaori,yamagata,hijiori-kana,hizaori,38.6066666667,140.163333333,330.0,
yamagata__hiroshima-kana__tobiti,yamagata,hiroshima-kana,tobiti,39.1833333333,139.543333333,58.0,
yamagata__kagawa-kana__kalikawa,yamagata,kagawa-kana,kalikawa,38.8,139.973333333,17.0,
yamagata__kamiyama-nakayama-kana__camino-yamanaka-yama,yamagata,kamiyama-nakayama-kana,camino-yamanaka-yama,38.1166666667,140.213333333,270.0,
yamagata__kanayama-kana__kaneyama,yamagata,kanayama-kana,kaneyama,38.8783333333,140.331666667,170.0,
yamagata__leba-kana__atelazawa,yamagata,leba-kana,atelazawa,38.37,140.191666667,133.0,
yamagata__mountain-killer-mountain-kana__bunatsubureyama____1980-10-20,yamagata,mountain-killer-mountain-kana,bunatsubureyama,37.9116666667,139.815,890.0,1980-10-20
yamagata__mouse-movement-kana__nazgaseki,yamagata,mouse-movement-kana,nazgaseki,38.5666666667,139.551666667,18.0,
yamagata__mukamachi-kana__mukai-machi,yamagata,mukamachi-kana,mukai-machi,38.7583333333,140.516666667,212.0,
yamagata__murayama-kana__murayama,yamagata,murayama-kana,murayama,38.46,140.348333333,80.0,
yamagata__nagai-kana__nagai,yamagata,nagai-kana,nagai,38.105,140.015,210.0,
yamagata__nakatsugawa-kana__nakagugawa,yamagata,nakatsugawa-kana,nakagugawa,37.91,139.843333333,390.0,
yamagata__nishi-atsumiyama-kana__nisia-dumayama____2009-11-02,yamagata,nishi-atsumiyama-kana,nisia-dumayama,37.7666666667,140.138333333,1530.0,2009-11-02
yamagata__ochiai-katakana__ochiai____1977-11-02,yamagata,ochiai-katakana,ochiai,38.605,139.835,99.0,1977-11-02
yamagata__oguni-kana__oguni,yamagata,oguni-kana,oguni,38.0783333333,139.735,140.0,
yamagata__oiizawa-kana__ooisawa,yamagata,oiizawa-kana,ooisawa,38.39,139.993333333,440.0,
yamagata__sakata-kana__sakata,yamagata,sakata-kana,sakata,38.9083333333,139.843333333,3.1,
yamagata__senki__NONE,yamagata,senki,NONE,38.755,140.413333333,150.0,
yamagata__shinjo-kana__shinjinyo,yamagata,shinjo-kana,shinjinyo,38.7566666667,140.311666667,105.1,
yamagata__shiratakayama-katakana__shiratakayama____2009-11-02,yamagata,shiratakayama-katakana,shiratakayama,38.2216666667,140.185,860.0,2009-11-02
yamagata__shishoka-kana__tateoka____2002-04-04,yamagata,shishoka-kana,tateoka,38.4733333333,140.398333333,118.0,2002-04-04
yamagata__taiheiyama-kana__tai-haisan____1998-01-29,yamagata,taiheiyama-kana,tai-haisan,38.9016666667,140.385,509.0,1998-01-29
yamagata__takahata-kana__takahata,yamagata,takahata-kana,takahata,38.0033333333,140.206666667,220.0,
yamagata__takamine-kana__takamine,yamagata,takamine-kana,takamine,37.9983333333,139.956666667,250.0,
yamagata__tanarazawa-kana__ovanazawa,yamagata,tanarazawa-kana,ovanazawa,38.6083333333,140.411666667,106.0,
yamagata__tsukishan-kana__gassan____2009-11-02,yamagata,tsukishan-kana,gassan,38.4983333333,140.101666667,770.0,2009-11-02
yamagata__tsuruoka-kana__truoca,yamagata,tsuruoka-kana,truoca,38.735,139.828333333,16.0,
yamagata__upper-kusatsu-kana__kamikesatu,yamagata,upper-kusatsu-kana,kamikesatu,38.995,140.028333333,178.0,
yamagata__yamagata-kana__yamagata,yamagata,yamagata-kana,yamagata,38.255,140.345,152.5,
yamagata__yonezawa-kana__yonezawa,yamagata,yonezawa-kana,yonezawa,37.9116666667,140.0,245.0,
yamagata__zaoyama-kana__zawau-san____2009-11-02,yamagata,zaoyama-kana,zawau-san,38.1566666667,140.433333333,1660.0,2009-11-02
yamaguchi__akiyoshidai-kana__akiyoshidai,yamaguchi,akiyoshidai-kana,akiyoshidai,34.235,131.306666667,240.0,
yamaguchi__anshinjo-kana__agenosha,yamaguchi,anshinjo-kana,agenosha,33.9033333333,132.293333333,5.0,
yamaguchi__hagi-kana__haghi,yamaguchi,hagi-kana,haghi,34.41,131.405,2.2,
yamaguchi__higashiitoi-kana__higashitsu,yamaguchi,higashiitoi-kana,higashitsu,34.1183333333,131.181666667,56.0,
yamaguchi__hirose-kana__hirose,yamaguchi,hirose-kana,hirose,34.2616666667,131.951666667,97.0,
yamaguchi__hofu-kana__houph,yamaguchi,hofu-kana,houph,34.04,131.533333333,4.0,
yamaguchi__ichigaya-kana__yuya,yamaguchi,ichigaya-kana,yuya,34.37,131.055,20.0,
yamaguchi__iwakuni-kana__iwakuni,yamaguchi,iwakuni-kana,iwakuni,34.0,132.178333333,41.0,
yamaguchi__kabushirokuna__nabesagete-gohse____2009-11-20,yamaguchi,kabushirokuna,nabesagete-gohse,34.265,131.095,400.0,2009-11-20
yamaguchi__kamatsu-katakana__kudamatsu,yamaguchi,kamatsu-katakana,kudamatsu,34.01,131.871666667,27.0,
yamaguchi__kano-kana__kano,yamaguchi,kano-kana,kano,34.225,131.815,368.0,
yamaguchi__kuga-katakana__kuga,yamaguchi,kuga-katakana,kuga,34.095,132.075,68.0,
yamaguchi__nagano-mountain-kana__naganooyama____2010-03-09,yamaguchi,nagano-mountain-kana,naganooyama,34.2783333333,131.881666667,970.0,2010-03-09
yamaguchi__rausan-mountain-kana__lacanzan,yamaguchi,rausan-mountain-kana,lacanzan,34.35,132.063333333,945.0,
yamaguchi__sakurayama-kana__sakurayama____2010-03-26,yamaguchi,sakurayama-kana,sakurayama,34.1483333333,131.218333333,451.0,2010-03-26
yamaguchi__sasa-kana__susa,yamaguchi,sasa-kana,susa,34.615,131.623333333,50.0,
yamaguchi__seto-hara-kana__setobara____1980-11-01,yamaguchi,seto-hara-kana,setobara,34.215,131.581666667,338.0,1980-11-01
yamaguchi__shimonoseki-kana__shimonoseki,yamaguchi,shimonoseki-kana,shimonoseki,33.9483333333,130.925,3.3,
yamaguchi__shinoo-kana__shinobu,yamaguchi,shinoo-kana,shinobu,34.3033333333,131.576666667,205.0,
yamaguchi__tokuzi-kana__tokusa,yamaguchi,tokuzi-kana,tokusa,34.3983333333,131.725,310.0,
yamaguchi__toyota-kana__toyota,yamaguchi,toyota-kana,toyota,34.1866666667,131.076666667,40.0,
yamaguchi__ube-kana__NONE,yamaguchi,ube-kana,NONE,33.93,131.278333333,5.0,
yamaguchi__wada-kana__wada,yamaguchi,wada-kana,wada,34.1483333333,131.735,140.0,
yamaguchi__yamaguchi-kana__yamaguchi,yamaguchi,yamaguchi-kana,yamaguchi,34.1616666667,131.461666667,18.1,
yamaguchi__yanai-kana__yanai,yamaguchi,yanai-kana,yanai,33.9583333333,132.113333333,3.0,
yamaguchi__zhou-dong-kao__shutou____1977-02-28,yamaguchi,zhou-dong-kao,shutou,34.0883333333,132.045,45.0,1977-02-28
yamanashi__ayasaki-kana__nilasaki,yamanashi,ayasaki-kana,nilasaki,35.6933333333,138.448333333,341.0,
yamanashi__fujikawa-kana__fujikawa,yamanashi,fujikawa-kana,fujikawa,35.5616666667,138.448333333,295.0,
yamanashi__hachimachiyama-kana__hatcho-yuyama____2013-03-13,yamanashi,hachimachiyama-kana,hatcho-yuyama,35.5433333333,138.411666667,930.0,2013-03-13
yamanashi__hyuga-yama-kana__hinatayama____2009-11-02,yamanashi,hyuga-yama-kana,hinatayama,35.7983333333,138.286666667,1180.0,2009-11-02
yamanashi__kana-kana__kirishi,yamanashi,kana-kana,kirishi,35.4666666667,138.441666667,226.0,
yamanashi__katsunuma-kana__cutnuma,yamanashi,katsunuma-kana,cutnuma,35.6633333333,138.725,394.0,
yamanashi__kenrofen-kana__kenominie____2008-10-21,yamanashi,kenrofen-kana,kenominie,35.8283333333,138.64,1735.0,2008-10-21
yamanashi__kofu-kana__koff,yamanashi,kofu-kana,koff,35.6666666667,138.553333333,272.8,
yamanashi__koseki-kana__fullseki,yamanashi,koseki-kana,fullseki,35.5283333333,138.615,552.0,
yamanashi__lake-kawaguchi-kana__kawaguchiko,yamanashi,lake-kawaguchi-kana,kawaguchiko,35.5,138.76,859.6,
yamanashi__large-bodhisatz-kana__dibosatsu____2008-03-19,yamanashi,large-bodhisatz-kana,dibosatsu,35.735,138.836666667,1684.0,2008-03-19
yamanashi__mt-fuji__fujisan,yamanashi,mt-fuji,fujisan,35.36,138.726666667,3775.1,
yamanashi__oizumi-kana__oosimmi,yamanashi,oizumi-kana,oosimmi,35.8616666667,138.386666667,867.0,
yamanashi__otome-lake-kana__otomeco,yamanashi,otome-lake-kana,otomeco,35.8066666667,138.655,1465.0,
yamanashi__otsuki-kana__otsuki,yamanashi,otsuki-kana,otsuki,35.6083333333,138.938333333,364.0,
yamanashi__southern-kana__nambu,yamanashi,southern-kana,nambu,35.2883333333,138.445,141.0,
yamanashi__uenohara-kana__wenohara,yamanashi,uenohara-kana,wenohara,35.62,139.105,187.0,
